date,store_nbr,item_nbr,units,sum_units
2013-06-28,15,45,109,92320
2013-04-17,15,45,74,92320
2012-10-13,15,45,140,92320
2014-06-16,15,45,56,92320
2013-05-13,15,45,99,92320
2014-10-17,15,45,40,92320
2012-09-23,15,45,134,92320
2013-07-26,15,45,77,92320
2012-06-25,15,45,91,92320
2014-04-01,15,45,68,92320
2012-10-02,15,45,91,92320
2014-07-08,15,45,57,92320
2013-06-25,15,45,94,92320
2014-10-01,15,45,67,92320
2012-07-10,15,45,93,92320
2012-09-29,15,45,112,92320
2012-09-28,15,45,110,92320
2014-07-11,15,45,53,92320
2013-07-30,15,45,79,92320
2013-11-06,15,45,58,92320
2012-03-15,15,45,82,92320
2014-10-25,15,45,61,92320
2013-08-16,15,45,118,92320
2013-06-24,15,45,109,92320
2012-11-01,15,45,79,92320
2012-07-03,15,45,90,92320
2014-10-22,15,45,31,92320
2012-04-28,15,45,142,92320
2013-06-20,15,45,86,92320
2013-07-05,15,45,115,92320
2013-07-12,15,45,94,92320
2014-06-17,15,45,45,92320
2012-10-21,15,45,176,92320
2014-09-03,15,45,50,92320
2013-10-09,15,45,55,92320
2014-06-29,15,45,88,92320
2014-06-06,15,45,65,92320
2013-05-06,15,45,96,92320
2012-11-02,15,45,111,92320
2014-05-22,15,45,68,92320
2014-04-19,15,45,112,92320
2014-01-29,15,45,40,92320
2012-11-24,15,45,84,92320
2013-05-29,15,45,83,92320
2013-12-20,15,45,66,92320
2012-11-15,15,45,62,92320
2012-11-16,15,45,125,92320
2012-09-05,15,45,104,92320
2012-08-13,15,45,81,92320
2013-12-30,15,45,75,92320
2013-12-21,15,45,98,92320
2014-01-24,15,45,52,92320
2013-12-22,15,45,109,92320
2013-03-01,15,45,119,92320
2014-05-28,15,45,34,92320
2014-08-17,15,45,103,92320
2013-10-15,15,45,63,92320
2014-03-01,15,45,93,92320
2013-03-05,15,45,89,92320
2012-05-02,15,45,85,92320
2014-08-23,15,45,70,92320
2014-01-11,15,45,106,92320
2013-04-13,15,45,180,92320
2013-01-27,15,45,148,92320
2013-04-09,15,45,92,92320
2013-03-20,15,45,69,92320
2012-10-17,15,45,80,92320
2014-02-11,15,45,50,92320
2013-06-06,15,45,100,92320
2013-03-17,15,45,126,92320
2012-12-09,15,45,155,92320
2012-08-07,15,45,108,92320
2014-02-04,15,45,59,92320
2012-04-01,15,45,194,92320
2014-08-30,15,45,63,92320
2013-12-23,15,45,75,92320
2012-06-03,15,45,182,92320
2014-02-06,15,45,39,92320
2013-09-02,15,45,135,92320
2013-02-01,15,45,98,92320
2012-07-14,15,45,122,92320
2012-11-11,15,45,135,92320
2013-09-01,15,45,122,92320
2013-02-26,15,45,86,92320
2013-03-26,15,45,78,92320
2013-07-07,15,45,147,92320
2012-10-04,15,45,75,92320
2012-07-27,15,45,112,92320
2013-04-08,15,45,122,92320
2012-09-13,15,45,85,92320
2012-12-10,15,45,93,92320
2014-05-27,15,45,47,92320
2014-06-22,15,45,75,92320
2012-09-27,15,45,52,92320
2013-09-04,15,45,78,92320
2014-06-04,15,45,57,92320
2013-07-24,15,45,78,92320
2012-11-13,15,45,60,92320
2012-06-26,15,45,85,92320
2013-09-21,15,45,132,92320
2013-10-07,15,45,107,92320
2013-12-15,15,45,125,92320
2013-08-14,15,45,82,92320
2012-09-02,15,45,122,92320
2013-09-30,15,45,81,92320
2014-05-07,15,45,46,92320
2013-09-29,15,45,133,92320
2012-09-09,15,45,170,92320
2013-08-29,15,45,79,92320
2012-06-19,15,45,96,92320
2012-08-05,15,45,157,92320
2013-07-18,15,45,90,92320
2012-11-28,15,45,82,92320
2012-04-29,15,45,155,92320
2012-04-04,15,45,89,92320
2013-04-06,15,45,130,92320
2014-08-12,15,45,34,92320
2013-03-27,15,45,73,92320
2012-07-24,15,45,80,92320
2013-08-18,15,45,163,92320
2012-08-08,15,45,91,92320
2012-11-14,15,45,75,92320
2013-09-22,15,45,134,92320
2012-04-15,15,45,152,92320
2012-11-23,15,45,71,92320
2013-08-24,15,45,128,92320
2013-10-13,15,45,142,92320
2012-05-11,15,45,116,92320
2013-10-29,15,45,79,92320
2012-12-17,15,45,104,92320
2013-11-22,15,45,77,92320
2012-07-05,15,45,96,92320
2012-12-01,15,45,191,92320
2013-11-04,15,45,90,92320
2012-12-02,15,45,153,92320
2012-03-25,15,45,160,92320
2012-05-18,15,45,110,92320
2013-09-03,15,45,119,92320
2014-01-09,15,45,32,92320
2014-02-10,15,45,54,92320
2012-12-15,15,45,149,92320
2013-10-21,15,45,60,92320
2014-07-22,15,45,40,92320
2014-10-13,15,45,47,92320
2012-09-11,15,45,63,92320
2013-05-18,15,45,112,92320
2013-12-16,15,45,71,92320
2013-11-16,15,45,95,92320
2013-12-17,15,45,49,92320
2013-04-28,15,45,133,92320
2013-05-14,15,45,91,92320
2012-04-10,15,45,104,92320
2012-07-12,15,45,81,92320
2013-12-02,15,45,76,92320
2013-08-10,15,45,127,92320
2012-07-20,15,45,88,92320
2013-10-22,15,45,53,92320
2013-08-27,15,45,85,92320
2012-05-06,15,45,158,92320
2014-01-02,15,45,65,92320
2012-07-11,15,45,71,92320
2013-11-13,15,45,47,92320
2013-08-17,15,45,131,92320
2012-08-11,15,45,137,92320
2013-01-19,15,45,113,92320
2014-02-07,15,45,85,92320
2012-12-07,15,45,134,92320
2014-01-16,15,45,59,92320
2014-03-31,15,45,60,92320
2013-08-20,15,45,97,92320
2013-01-16,15,45,100,92320
2012-07-18,15,45,64,92320
2012-07-26,15,45,46,92320
2012-07-25,15,45,70,92320
2012-12-28,15,45,104,92320
2013-10-23,15,45,55,92320
2013-10-16,15,45,47,92320
2012-06-09,15,45,141,92320
2012-10-30,15,45,84,92320
2014-04-07,15,45,49,92320
2012-05-23,15,45,94,92320
2012-03-19,15,45,106,92320
2014-05-19,15,45,47,92320
2014-01-30,15,45,75,92320
2012-09-21,15,45,90,92320
2014-07-04,15,45,51,92320
2012-03-26,15,45,120,92320
2014-08-11,15,45,57,92320
2014-04-25,15,45,80,92320
2014-02-14,15,45,51,92320
2014-04-17,15,45,49,92320
2013-04-15,15,45,78,92320
2013-06-14,15,45,106,92320
2013-07-09,15,45,113,92320
2012-10-31,15,45,73,92320
2012-11-21,15,45,125,92320
2014-02-02,15,45,77,92320
2014-04-23,15,45,61,92320
2013-01-01,15,45,103,92320
2014-05-26,15,45,63,92320
2013-07-22,15,45,81,92320
2012-10-20,15,45,117,92320
2014-01-04,15,45,119,92320
2013-03-21,15,45,71,92320
2013-01-23,15,45,79,92320
2013-04-05,15,45,83,92320
2012-09-18,15,45,80,92320
2012-11-07,15,45,73,92320
2012-03-09,15,45,99,92320
2012-03-06,15,45,136,92320
2014-10-07,15,45,41,92320
2014-03-30,15,45,105,92320
2013-02-11,15,45,79,92320
2012-03-23,15,45,123,92320
2013-08-07,15,45,82,92320
2012-03-17,15,45,163,92320
2013-12-10,15,45,55,92320
2013-12-12,15,45,55,92320
2012-12-05,15,45,76,92320
2014-04-10,15,45,62,92320
2013-09-06,15,45,99,92320
2012-04-09,15,45,109,92320
2014-04-04,15,45,95,92320
2012-07-19,15,45,81,92320
2012-05-13,15,45,117,92320
2013-12-14,15,45,126,92320
2014-02-16,15,45,101,92320
2013-11-25,15,45,104,92320
2013-10-03,15,45,79,92320
2012-08-06,15,45,107,92320
2012-06-10,15,45,212,92320
2012-03-04,15,45,166,92320
2014-10-30,15,45,50,92320
2013-11-03,15,45,109,92320
2013-11-17,15,45,124,92320
2013-04-29,15,45,80,92320
2013-04-26,15,45,104,92320
2012-12-06,15,45,102,92320
2013-11-23,15,45,107,92320
2013-12-25,15,45,1,92320
2014-03-02,15,45,118,92320
2012-08-27,15,45,87,92320
2013-02-22,15,45,93,92320
2013-11-09,15,45,94,92320
2013-10-06,15,45,137,92320
2014-08-10,15,45,86,92320
2012-05-10,15,45,98,92320
2012-04-17,15,45,107,92320
2014-02-26,15,45,62,92320
2013-10-04,15,45,83,92320
2013-02-27,15,45,82,92320
2013-12-29,15,45,71,92320
2012-05-21,15,45,121,92320
2014-06-20,15,45,66,92320
2014-01-05,15,45,96,92320
2014-05-29,15,45,47,92320
2012-08-10,15,45,106,92320
2012-08-29,15,45,78,92320
2012-05-22,15,45,71,92320
2014-05-11,15,45,74,92320
2014-02-27,15,45,54,92320
2013-01-22,15,45,102,92320
2014-01-12,15,45,75,92320
2014-05-30,15,45,58,92320
2014-01-26,15,45,122,92320
2013-01-29,15,45,76,92320
2014-02-28,15,45,73,92320
2014-07-17,15,45,40,92320
2014-03-04,15,45,62,92320
2014-06-21,15,45,81,92320
2014-01-07,15,45,57,92320
2014-01-14,15,45,43,92320
2013-01-24,15,45,82,92320
2014-02-24,15,45,61,92320
2012-08-25,15,45,129,92320
2014-05-15,15,45,46,92320
2014-01-21,15,45,69,92320
2014-05-01,15,45,48,92320
2013-12-07,15,45,118,92320
2013-09-27,15,45,79,92320
2014-02-09,15,45,109,92320
2014-08-27,15,45,30,92320
2014-01-25,15,45,102,92320
2012-06-04,15,45,132,92320
2012-12-27,15,45,87,92320
2014-05-08,15,45,45,92320
2013-12-09,15,45,76,92320
2012-11-25,15,45,112,92320
2014-01-19,15,45,74,92320
2013-03-12,15,45,83,92320
2014-01-15,15,45,60,92320
2013-12-28,15,45,96,92320
2012-08-28,15,45,75,92320
2013-03-03,15,45,178,92320
2013-01-26,15,45,138,92320
2014-02-19,15,45,47,92320
2012-09-15,15,45,112,92320
2014-02-12,15,45,46,92320
2014-04-05,15,45,100,92320
2013-01-07,15,45,97,92320
2013-12-01,15,45,104,92320
2013-02-07,15,45,91,92320
2013-02-24,15,45,97,92320
2013-05-15,15,45,60,92320
2013-07-19,15,45,131,92320
2012-11-12,15,45,77,92320
2012-05-14,15,45,97,92320
2013-08-19,15,45,106,92320
2013-10-20,15,45,115,92320
2012-05-29,15,45,86,92320
2014-03-13,15,45,58,92320
2014-03-06,15,45,65,92320
2012-03-29,15,45,78,92320
2013-07-27,15,45,116,92320
2012-05-17,15,45,91,92320
2013-02-16,15,45,129,92320
2012-05-27,15,45,126,92320
2012-08-24,15,45,90,92320
2012-04-12,15,45,71,92320
2014-06-28,15,45,75,92320
2013-03-29,15,45,93,92320
2014-01-03,15,45,92,92320
2014-05-18,15,45,88,92320
2014-07-14,15,45,51,92320
2014-10-02,15,45,35,92320
2012-11-27,15,45,113,92320
2013-03-28,15,45,76,92320
2012-08-20,15,45,81,92320
2012-05-26,15,45,133,92320
2013-01-05,15,45,153,92320
2013-02-04,15,45,99,92320
2012-06-08,15,45,125,92320
2013-03-14,15,45,82,92320
2014-03-25,15,45,57,92320
2014-09-18,15,45,33,92320
2012-06-13,15,45,122,92320
2013-04-07,15,45,179,92320
2012-04-05,15,45,69,92320
2014-05-02,15,45,68,92320
2012-07-17,15,45,98,92320
2014-03-17,15,45,60,92320
2014-04-22,15,45,56,92320
2014-05-04,15,45,97,92320
2012-11-06,15,45,78,92320
2013-03-22,15,45,139,92320
2012-03-11,15,45,165,92320
2014-04-28,15,45,59,92320
2013-03-06,15,45,77,92320
2013-10-14,15,45,74,92320
2012-08-12,15,45,122,92320
2013-01-06,15,45,156,92320
2013-03-19,15,45,84,92320
2012-11-09,15,45,120,92320
2014-06-30,15,45,74,92320
2014-07-20,15,45,78,92320
2014-04-21,15,45,49,92320
2012-09-19,15,45,75,92320
2012-08-23,15,45,77,92320
2012-04-08,15,45,117,92320
2014-06-05,15,45,56,92320
2014-05-31,15,45,72,92320
2012-04-16,15,45,95,92320
2012-09-03,15,45,140,92320
2013-04-03,15,45,92,92320
2013-06-27,15,45,92,92320
2013-09-25,15,45,82,92320
2013-06-10,15,45,105,92320
2014-08-14,15,45,37,92320
2012-06-02,15,45,144,92320
2013-11-20,15,45,49,92320
2012-09-07,15,45,108,92320
2013-02-21,15,45,86,92320
2013-04-21,15,45,152,92320
2014-08-03,15,45,97,92320
2012-10-05,15,45,102,92320
2012-09-25,15,45,66,92320
2012-06-24,15,45,109,92320
2013-08-15,15,45,60,92320
2012-06-11,15,45,124,92320
2012-10-08,15,45,88,92320
2012-09-14,15,45,96,92320
2013-05-27,15,45,115,92320
2014-07-26,15,45,78,92320
2012-04-07,15,45,163,92320
2014-10-08,15,45,37,92320
2012-05-25,15,45,129,92320
2014-05-17,15,45,77,92320
2012-07-28,15,45,108,92320
2014-08-21,15,45,41,92320
2012-06-27,15,45,66,92320
2012-12-19,15,45,55,92320
2013-04-25,15,45,82,92320
2014-08-07,15,45,48,92320
2014-06-26,15,45,52,92320
2014-10-18,15,45,85,92320
2014-08-18,15,45,38,92320
2014-10-24,15,45,50,92320
2014-08-20,15,45,38,92320
2013-04-27,15,45,126,92320
2013-06-22,15,45,101,92320
2014-09-02,15,45,43,92320
2012-04-23,15,45,92,92320
2013-08-13,15,45,65,92320
2014-10-20,15,45,39,92320
2014-03-14,15,45,69,92320
2013-04-18,15,45,70,92320
2014-09-06,15,45,80,92320
2014-08-05,15,45,33,92320
2014-08-16,15,45,77,92320
2014-10-11,15,45,62,92320
2013-06-08,15,45,128,92320
2013-03-31,15,45,97,92320
2013-05-09,15,45,94,92320
2014-09-01,15,45,65,92320
2012-04-30,15,45,105,92320
2013-07-23,15,45,78,92320
2014-08-09,15,45,71,92320
2013-03-18,15,45,73,92320
2014-05-14,15,45,49,92320
2012-08-19,15,45,153,92320
2014-07-07,15,45,67,92320
2013-04-19,15,45,96,92320
2012-10-26,15,45,91,92320
2014-07-05,15,45,76,92320
2014-07-13,15,45,85,92320
2014-10-06,15,45,52,92320
2012-10-12,15,45,84,92320
2012-06-14,15,45,96,92320
2014-05-21,15,45,47,92320
2013-04-16,15,45,78,92320
2014-10-09,15,45,24,92320
2013-05-01,15,45,97,92320
2013-06-03,15,45,129,92320
2013-05-16,15,45,89,92320
2014-09-26,15,45,54,92320
2014-10-16,15,45,36,92320
2014-09-27,15,45,59,92320
2014-09-20,15,45,77,92320
2014-10-03,15,45,51,92320
2013-12-19,15,45,38,92320
2014-09-16,15,45,27,92320
2014-09-30,15,45,48,92320
2014-09-14,15,45,92,92320
2014-08-31,15,45,51,92320
2012-06-21,15,45,66,92320
2014-09-21,15,45,88,92320
2014-09-08,15,45,44,92320
2012-09-22,15,45,117,92320
2012-03-13,15,45,108,92320
2013-06-01,15,45,148,92320
2014-10-12,15,45,85,92320
2013-05-25,15,45,116,92320
2013-06-05,15,45,98,92320
2013-07-16,15,45,79,92320
2012-10-28,15,45,152,92320
2014-08-19,15,45,46,92320
2013-11-27,15,45,70,92320
2013-06-07,15,45,141,92320
2014-08-13,15,45,37,92320
2013-05-28,15,45,95,92320
2013-10-30,15,45,54,92320
2014-08-24,15,45,63,92320
2013-05-11,15,45,113,92320
2013-03-09,15,45,109,92320
2012-10-19,15,45,96,92320
2013-07-03,15,45,97,92320
2014-08-15,15,45,51,92320
2014-07-10,15,45,71,92320
2014-09-22,15,45,33,92320
2012-04-27,15,45,93,92320
2014-06-23,15,45,49,92320
2013-02-20,15,45,101,92320
2014-10-27,15,45,40,92320
2013-05-08,15,45,80,92320
2014-07-18,15,45,39,92320
2012-06-16,15,45,152,92320
2012-07-31,15,45,123,92320
2014-06-18,15,45,48,92320
2013-06-30,15,45,133,92320
2014-10-29,15,45,51,92320
2013-05-23,15,45,81,92320
2014-08-08,15,45,58,92320
2013-06-09,15,45,146,92320
2013-08-25,15,45,132,92320
2014-10-21,15,45,31,92320
2013-07-13,15,45,127,92320
2014-07-06,15,45,77,92320
2014-05-23,15,45,60,92320
2014-03-20,15,45,45,92320
2012-06-07,15,45,123,92320
2013-11-24,15,45,133,92320
2014-01-01,15,45,85,92320
2014-01-17,15,45,78,92320
2012-08-31,15,45,129,92320
2014-10-28,15,45,26,92320
2012-12-20,15,45,66,92320
2012-10-24,15,49,6,263
2013-01-11,15,49,1,263
2012-02-10,15,49,3,263
2012-11-16,15,49,1,263
2012-01-19,15,49,1,263
2012-11-14,15,49,1,263
2012-09-29,15,49,1,263
2012-11-18,15,49,1,263
2012-12-05,15,49,1,263
2012-11-10,15,49,1,263
2012-12-09,15,49,1,263
2012-12-07,15,49,6,263
2012-10-26,15,49,2,263
2012-12-24,15,49,1,263
2012-01-20,15,49,1,263
2012-02-01,15,49,2,263
2012-02-08,15,49,3,263
2013-11-23,15,49,3,263
2013-11-19,15,49,1,263
2012-01-24,15,49,1,263
2012-02-14,15,49,2,263
2012-10-05,15,49,1,263
2013-09-25,15,49,1,263
2013-02-20,15,49,1,263
2012-01-15,15,49,1,263
2012-02-11,15,49,1,263
2012-10-25,15,49,5,263
2012-01-16,15,49,1,263
2012-11-11,15,49,4,263
2012-12-19,15,49,6,263
2014-01-28,15,49,1,263
2013-11-05,15,49,1,263
2014-01-04,15,49,1,263
2012-01-08,15,49,1,263
2013-11-21,15,49,4,263
2014-01-11,15,49,2,263
2013-11-24,15,49,2,263
2013-01-12,15,49,3,263
2013-10-19,15,49,1,263
2012-01-03,15,49,1,263
2012-12-22,15,49,2,263
2013-02-23,15,49,2,263
2012-02-06,15,49,10,263
2012-12-20,15,49,3,263
2012-01-21,15,49,1,263
2012-02-07,15,49,1,263
2012-12-26,15,49,1,263
2013-01-14,15,49,1,263
2013-01-21,15,49,1,263
2012-01-07,15,49,2,263
2013-01-19,15,49,2,263
2013-01-13,15,49,4,263
2012-10-22,15,49,1,263
2012-12-27,15,49,2,263
2012-02-12,15,49,3,263
2013-11-22,15,49,6,263
2012-11-12,15,49,5,263
2012-11-25,15,49,1,263
2013-02-24,15,49,14,263
2012-02-25,15,49,2,263
2012-12-08,15,49,5,263
2012-02-04,15,49,6,263
2013-01-16,15,49,1,263
2012-01-17,15,49,1,263
2012-12-28,15,49,2,263
2012-02-03,15,49,11,263
2012-02-24,15,49,3,263
2013-02-21,15,49,7,263
2013-11-03,15,49,1,263
2012-02-09,15,49,1,263
2013-10-04,15,49,1,263
2012-02-02,15,49,6,263
2013-12-16,15,49,1,263
2013-12-21,15,49,1,263
2013-12-06,15,49,3,263
2013-12-08,15,49,5,263
2014-01-31,15,49,5,263
2014-02-09,15,49,2,263
2014-10-27,15,49,2,263
2014-10-26,15,49,1,263
2013-12-11,15,49,3,263
2014-01-27,15,49,3,263
2014-01-05,15,49,2,263
2013-12-05,15,49,1,263
2013-11-30,15,49,1,263
2014-02-01,15,49,3,263
2013-12-22,15,49,1,263
2013-11-20,15,49,1,263
2012-01-01,15,49,2,263
2014-01-25,15,49,1,263
2012-12-30,15,49,1,263
2013-12-03,15,49,4,263
2013-11-28,15,49,1,263
2014-02-04,15,49,1,263
2014-02-10,15,49,1,263
2013-12-29,15,49,4,263
2014-01-24,15,49,1,263
2013-12-07,15,49,4,263
2014-01-21,15,49,1,263
2013-01-28,15,49,1,263
2013-12-04,15,49,6,263
2013-12-02,15,49,3,263
2012-10-04,15,49,3,263
2014-01-30,15,49,1,263
2014-01-01,15,49,3,263
2013-12-09,15,49,2,263
2014-10-30,15,49,1,263
2013-05-01,15,61,1,773
2013-02-24,15,61,5,773
2013-01-08,15,61,3,773
2012-07-14,15,61,2,773
2012-12-29,15,61,4,773
2013-04-10,15,61,5,773
2013-01-05,15,61,4,773
2014-04-11,15,61,2,773
2014-06-04,15,61,4,773
2012-06-23,15,61,2,773
2012-08-25,15,61,2,773
2014-02-03,15,61,4,773
2014-06-08,15,61,1,773
2014-07-13,15,61,2,773
2014-07-04,15,61,1,773
2013-07-12,15,61,3,773
2014-07-07,15,61,1,773
2014-02-05,15,61,2,773
2013-08-23,15,61,1,773
2014-01-21,15,61,1,773
2014-06-17,15,61,2,773
2013-07-19,15,61,3,773
2013-05-10,15,61,1,773
2013-07-28,15,61,1,773
2014-04-19,15,61,1,773
2014-05-04,15,61,2,773
2014-02-13,15,61,2,773
2012-06-18,15,61,3,773
2014-05-15,15,61,3,773
2014-05-30,15,61,2,773
2014-08-05,15,61,1,773
2012-06-20,15,61,6,773
2014-03-04,15,61,2,773
2014-04-07,15,61,1,773
2013-06-12,15,61,2,773
2013-06-09,15,61,2,773
2014-01-30,15,61,2,773
2014-02-14,15,61,1,773
2013-04-08,15,61,3,773
2013-04-06,15,61,1,773
2014-03-03,15,61,2,773
2013-05-16,15,61,4,773
2014-03-21,15,61,1,773
2014-06-06,15,61,1,773
2014-01-09,15,61,1,773
2013-05-03,15,61,4,773
2014-08-04,15,61,1,773
2014-02-21,15,61,2,773
2014-09-02,15,61,6,773
2014-07-11,15,61,3,773
2014-06-23,15,61,1,773
2014-01-28,15,61,1,773
2013-08-19,15,61,1,773
2014-01-11,15,61,2,773
2014-01-06,15,61,1,773
2013-12-29,15,61,2,773
2014-01-20,15,61,3,773
2014-01-25,15,61,1,773
2014-01-17,15,61,4,773
2013-08-27,15,61,1,773
2014-02-11,15,61,3,773
2013-07-29,15,61,5,773
2014-04-04,15,61,1,773
2014-04-30,15,61,2,773
2014-01-24,15,61,3,773
2014-02-06,15,61,2,773
2014-05-16,15,61,3,773
2014-02-08,15,61,1,773
2014-04-26,15,61,2,773
2013-03-26,15,61,1,773
2014-04-28,15,61,1,773
2014-01-05,15,61,4,773
2013-08-10,15,61,2,773
2014-01-10,15,61,7,773
2014-06-28,15,61,1,773
2013-08-15,15,61,1,773
2013-08-20,15,61,2,773
2014-03-27,15,61,2,773
2014-06-22,15,61,1,773
2014-03-22,15,61,3,773
2013-07-15,15,61,1,773
2014-03-20,15,61,1,773
2014-06-21,15,61,2,773
2014-04-05,15,61,3,773
2014-03-14,15,61,2,773
2014-02-26,15,61,1,773
2014-03-18,15,61,1,773
2014-03-17,15,61,1,773
2014-03-16,15,61,1,773
2013-05-27,15,61,1,773
2014-04-10,15,61,3,773
2014-05-25,15,61,2,773
2014-05-18,15,61,1,773
2014-05-12,15,61,2,773
2014-03-11,15,61,1,773
2013-07-09,15,61,5,773
2014-05-20,15,61,1,773
2013-03-27,15,61,1,773
2014-07-18,15,61,3,773
2014-04-13,15,61,1,773
2013-06-07,15,61,2,773
2014-04-03,15,61,2,773
2014-04-01,15,61,2,773
2014-01-29,15,61,1,773
2014-02-01,15,61,1,773
2013-04-05,15,61,2,773
2013-05-06,15,61,1,773
2013-06-06,15,61,2,773
2014-02-23,15,61,1,773
2014-03-15,15,61,1,773
2012-08-12,15,61,1,773
2012-07-28,15,61,2,773
2014-02-10,15,61,2,773
2014-02-07,15,61,2,773
2012-08-09,15,61,2,773
2013-08-29,15,61,2,773
2014-01-03,15,61,4,773
2013-08-26,15,61,1,773
2013-12-27,15,61,7,773
2013-08-25,15,61,4,773
2014-01-07,15,61,2,773
2013-08-11,15,61,5,773
2014-08-24,15,61,1,773
2014-02-09,15,61,1,773
2014-08-07,15,61,1,773
2014-08-08,15,61,2,773
2012-08-29,15,61,2,773
2014-05-06,15,61,1,773
2013-01-06,15,61,2,773
2012-07-06,15,61,1,773
2013-05-05,15,61,2,773
2013-06-21,15,61,1,773
2013-03-29,15,61,2,773
2012-07-02,15,61,1,773
2013-06-30,15,61,1,773
2013-05-23,15,61,4,773
2012-08-17,15,61,2,773
2014-02-27,15,61,2,773
2012-01-14,15,61,3,773
2013-04-04,15,61,3,773
2013-01-03,15,61,4,773
2013-03-30,15,61,6,773
2013-03-28,15,61,3,773
2012-07-12,15,61,1,773
2013-07-05,15,61,1,773
2013-01-11,15,61,2,773
2012-08-21,15,61,2,773
2012-01-06,15,61,3,773
2013-01-31,15,61,1,773
2013-03-25,15,61,1,773
2012-08-14,15,61,2,773
2013-03-15,15,61,5,773
2012-01-12,15,61,1,773
2013-03-16,15,61,1,773
2013-03-13,15,61,2,773
2013-03-17,15,61,2,773
2013-03-11,15,61,8,773
2012-02-11,15,61,2,773
2013-02-17,15,61,2,773
2013-06-13,15,61,2,773
2013-02-08,15,61,1,773
2013-02-19,15,61,1,773
2012-06-02,15,61,4,773
2013-01-13,15,61,2,773
2013-04-19,15,61,1,773
2013-06-16,15,61,1,773
2013-02-06,15,61,6,773
2013-03-08,15,61,4,773
2013-04-23,15,61,1,773
2013-01-19,15,61,2,773
2013-02-07,15,61,3,773
2013-04-26,15,61,1,773
2012-02-19,15,61,2,773
2012-05-31,15,61,2,773
2012-02-10,15,61,2,773
2012-08-28,15,61,2,773
2012-03-05,15,61,4,773
2013-01-02,15,61,6,773
2012-07-19,15,61,1,773
2012-03-01,15,61,2,773
2012-03-03,15,61,1,773
2013-04-02,15,61,2,773
2012-02-24,15,61,4,773
2012-02-08,15,61,3,773
2012-02-22,15,61,4,773
2012-07-23,15,61,4,773
2012-02-17,15,61,6,773
2012-08-30,15,61,2,773
2012-05-13,15,61,2,773
2012-03-21,15,61,1,773
2012-02-16,15,61,2,773
2012-03-16,15,61,1,773
2012-02-12,15,61,2,773
2012-02-07,15,61,1,773
2012-01-22,15,61,2,773
2012-03-26,15,61,1,773
2013-04-18,15,61,2,773
2012-09-03,15,61,1,773
2013-05-07,15,61,4,773
2012-04-29,15,61,1,773
2013-05-14,15,61,2,773
2013-06-01,15,61,1,773
2013-05-18,15,61,1,773
2013-04-12,15,61,1,773
2013-01-21,15,61,4,773
2012-02-06,15,61,2,773
2012-03-30,15,61,6,773
2012-04-17,15,61,1,773
2013-04-13,15,61,5,773
2012-04-15,15,61,4,773
2012-04-28,15,61,3,773
2012-05-19,15,61,1,773
2012-05-10,15,61,1,773
2012-06-04,15,61,4,773
2012-02-03,15,61,2,773
2012-05-30,15,61,2,773
2012-02-27,15,61,2,773
2012-04-14,15,61,2,773
2013-04-11,15,61,2,773
2012-05-16,15,61,1,773
2012-05-22,15,61,2,773
2012-04-13,15,61,1,773
2012-06-12,15,61,2,773
2013-01-25,15,61,1,773
2012-05-06,15,61,1,773
2012-05-12,15,61,2,773
2013-05-19,15,61,2,773
2013-02-01,15,61,6,773
2012-01-31,15,61,2,773
2014-06-13,15,61,4,773
2012-03-23,15,61,2,773
2012-01-29,15,61,1,773
2012-02-02,15,61,2,773
2012-04-02,15,61,1,773
2012-03-28,15,61,2,773
2013-04-15,15,61,2,773
2012-05-08,15,61,1,773
2012-04-03,15,61,5,773
2012-01-21,15,61,1,773
2012-03-18,15,61,1,773
2012-04-11,15,61,2,773
2013-01-28,15,61,2,773
2012-03-14,15,61,1,773
2012-07-29,15,61,1,773
2012-04-30,15,61,1,773
2012-03-09,15,61,3,773
2012-03-08,15,61,2,773
2012-06-07,15,61,3,773
2012-02-25,15,61,3,773
2012-05-18,15,61,1,773
2012-02-26,15,61,1,773
2013-01-27,15,61,3,773
2012-02-28,15,61,3,773
2012-01-28,15,61,5,773
2012-02-04,15,61,2,773
2013-01-14,15,61,2,773
2013-05-28,15,61,3,773
2012-01-27,15,61,1,773
2012-01-26,15,61,1,773
2012-08-01,15,61,2,773
2013-02-26,15,61,2,773
2013-03-07,15,61,2,773
2013-02-04,15,61,2,773
2013-05-31,15,61,6,773
2013-02-22,15,61,5,773
2013-05-17,15,61,2,773
2013-02-11,15,61,2,773
2013-04-30,15,61,1,773
2013-03-05,15,61,4,773
2013-06-15,15,61,2,773
2012-02-29,15,61,2,773
2012-01-15,15,61,1,773
2013-03-04,15,61,6,773
2012-01-17,15,61,2,773
2012-08-04,15,61,1,773
2012-06-30,15,61,2,773
2013-04-03,15,61,1,773
2012-01-13,15,61,2,773
2012-03-29,15,61,2,773
2013-03-01,15,61,6,773
2013-01-22,15,61,5,773
2013-03-02,15,61,5,773
2012-01-10,15,61,3,773
2012-01-08,15,61,3,773
2013-01-09,15,61,2,773
2013-01-12,15,61,9,773
2014-04-14,15,61,6,773
2012-01-07,15,61,2,773
2012-02-21,15,61,1,773
2012-01-09,15,61,1,773
2013-01-18,15,61,4,773
2012-06-25,15,61,1,773
2013-06-08,15,61,1,773
2012-01-20,15,61,1,773
2013-02-21,15,61,1,773
